{1., 0}
{1.0001, 1.1458057913069766}
{1.0002, 1.6202588615036146}
{1.0003, 1.9842136778959794}
{1.0004, 2.2909532194673985}
{1.0005, 2.5611183688582315}
{1.0006, 2.8052960938407345}
{1.0007, 3.029776162683455}
{1.0008, 3.238657110948783}
{1.0009, 3.4347860705266013}
{1.001, 3.6202362238948607}
{1.0011, 3.7965728095823708}
{1.0012, 3.965011981263702}
{1.0013, 4.126520976821857}
{1.0014, 4.28188410585544}
{1.0015, 4.431747815309868}
{1.0016, 4.576652411415379}
{1.0017, 4.717054971072792}
{1.0018, 4.853346260956787}
{1.0019, 4.98586347537918}
{1.002, 5.1148999905486905}
{1.0021, 5.240712947405855}
{1.0022, 5.363529226172252}
{1.0023, 5.483550210877297}
{1.0024, 5.600955630577007}
{1.0025, 5.71590668696509}
{1.0026, 5.828548624040083}
{1.0027, 5.9390128568576515}
{1.0028, 6.047418748464512}
{1.0029, 6.15387510357747}
{1.003, 6.258481432315506}
{1.0031, 6.361329025833069}
{1.0032, 6.462501876978099}
{1.0033, 6.562077472431652}
{1.0034, 6.66012747759591}
{1.0035, 6.756718331462936}
{1.0036, 6.851911765522484}
{1.0037, 6.945765258235223}
{1.0038, 7.038332434589442}
{1.0039, 7.129663418644098}
{1.004, 7.219805145645419}
{1.0041, 7.308801639246941}
{1.0042, 7.396694258479326}
{1.0043, 7.483521918419713}
{1.0044, 7.569321287898005}
{1.0045, 7.654126967096582}
{1.0046, 7.737971647491137}
{1.0047, 7.820886256227705}
{1.0048, 7.902900086752069}
{1.0049, 7.984040917257984}
{1.005, 8.064335118311217}
{1.0051, 8.143807750839787}
{1.0052, 8.222482655519798}
{1.0053, 8.30038253446587}
{1.0054, 8.37752902601767}
{1.0055, 8.453942773326464}
{1.0056, 8.529643487353502}
{1.0057, 8.604650004833873}
{1.0058, 8.678980341683763}
{1.0059, 8.75265174227997}
{1.006, 8.825680725003405}
{1.0061, 8.898083124377836}
{1.0062, 8.969874130115679}
{1.0063, 9.04106832334181}
{1.0064, 9.111679710240535}
{1.0065, 9.181721753347631}
{1.0066, 9.25120740068565}
{1.0067, 9.320149112918592}
{1.0068, 9.388558888693764}
{1.0069, 9.45644828831076}
{1.007, 9.523828455854359}
{1.0071, 9.590710139910643}
{1.0072, 9.657103712972667}
{1.0073, 9.723019189643216}
{1.0074, 9.788466243713783}
{1.0075, 9.85345422421474}
{1.0076, 9.917992170501183}
{1.0077, 9.98208882645288}
{1.0078, 10.045752653844533}
{1.0079, 10.108991844950763}
{1.008, 10.171814334432321}
{1.0081, 10.234227810557803}
{1.0082, 10.296239725805759}
{1.0083, 10.357857306884144}
{1.0084, 10.419087564209997}
{1.0085, 10.479937300884366}
{1.0086, 10.540413121190985}
{1.0087, 10.600521438654699}
{1.0088, 10.660268483681893}
{1.0089, 10.719660310813854}
{1.009, 10.778702805613936}
{1.0091, 10.837401691210161}
{1.0092, 10.895762534517626}
{1.0093, 10.953790752156523}
{1.0094, 11.011491616084697}
{1.0095, 11.068870258961423}
{1.0096, 11.125931679258375}
{1.0097, 11.182680746131826}
{1.0098, 11.239122204069238}
{1.0099, 11.29526067732317}
{1.01, 11.351100674144531}
{1.0101, 11.406646590826936}
{1.0102, 11.461902715568508}
{1.0103, 11.516873232167779}
{1.0104, 11.571562223555572}
{1.0105, 11.625973675175853}
{1.0106, 11.680111478223058}
{1.0107, 11.733979432739211}
{1.0108, 11.787581250585571}
{1.0109, 11.840920558287532}
{1.011, 11.894000899763512}
{1.0111, 11.946825738943565}
{1.0112, 11.99939846227977}
{1.0113, 12.051722381159296}
{1.0114, 12.103800734218286}
{1.0115, 12.155636689567258}
{1.0116, 12.207233346929254}
{1.0117, 12.25859373969342}
{1.0118, 12.30972083689235}
{1.0119, 12.36061754510284}
{1.012, 12.411286710275055}
{1.0121, 12.461731119494582}
{1.0122, 12.51195350267656}
{1.0123, 12.561956534200679}
{1.0124, 12.611742834484343}
{1.0125, 12.661314971498669}
{1.0126, 12.71067546223265}
{1.0127, 12.759826774102589}
{1.0128, 12.808771326312657}
{1.0129, 12.857511491167898}
{1.013, 12.90604959534093}
{1.0131000000000001, 12.954387921096908}
{1.0132, 13.002528707473479}
{1.0133, 13.0504741514229}
{1.0134, 13.098226408915306}
{1.0135, 13.14578759600398}
{1.0136, 13.193159789856551}
{1.0137, 13.240345029751344}
{1.0138, 13.287345318041085}
{1.0139, 13.334162621086}
{1.014, 13.380798870156047}
{1.0141, 13.427255962304487}
{1.0142, 13.473535761213611}
{1.0143, 13.519640098013939}
{1.0144, 13.56557077207797}
{1.0145, 13.611329551788248}
{1.0146, 13.656918175281783}
{1.0147, 13.702338351174166}
{1.0148, 13.7475917592564}
{1.0149, 13.792680051176557}
{1.015, 13.837604851096065}
{1.0151, 13.88236775632923}
{1.0152, 13.926970337963287}
{1.0153, 13.97141414145798}
{1.0154, 14.015700687231334}
{1.0155, 14.059831471225674}
{1.0156, 14.103807965456628}
{1.0157, 14.147631618549699}
{1.0158, 14.191303856258136}
{1.0159, 14.234826081967835}
{1.016, 14.278199677187219}
{1.0161, 14.321426002024209}
{1.0162, 14.364506395649165}
{1.0163, 14.407442176744942}
{1.0164, 14.45023464394608}
{1.0165, 14.492885076262931}
{1.0166, 14.535394733497421}
{1.0167, 14.577764856646375}
{1.0168, 14.619996668292568}
{1.0169, 14.662091372988488}
{1.017, 14.704050157626641}
{1.0171, 14.74587419180201}
{1.0172, 14.787564628164297}
{1.0173, 14.82912260276189}
{1.0174, 14.870549235375078}
{1.0175, 14.911845629843173}
{1.0176, 14.95301287438083}
{1.0177, 14.994052041887526}
{1.0178, 15.034964190249209}
{1.0179, 15.07575036263284}
{1.018, 15.116411587771163}
{1.0181, 15.156948880243776}
{1.0182, 15.197363240748851}
{1.0183, 15.23765565636864}
{1.0184, 15.277827100829272}
{1.0185, 15.31787853475277}
{1.0186, 15.35781090590488}
{1.0187, 15.39762514943509}
{1.0188, 15.43732218811221}
{1.0189, 15.476902932552848}
{1.019, 15.516368281446592}
{1.0191, 15.555719121773734}
{1.0192, 15.594956329019631}
{1.0193, 15.634080767382459}
{1.0194, 15.673093289977357}
{1.0195, 15.711994739035267}
{1.0196, 15.750785946097901}
{1.0197, 15.789467732206749}
{1.0198, 15.828040908089676}
{1.0199, 15.866506274341706}
{1.02, 15.904864621602558}
{1.0201, 15.943116730729866}
{1.0202, 15.981263372969492}
{1.0203, 16.019305310120004}
{1.0204, 16.057243294695635}
{1.0205, 16.095078070084806}
{1.0206, 16.13281037070432}
{1.0207, 16.17044092215242}
{1.0208, 16.207970441355485}
{1.0209, 16.24539963671479}
{1.021, 16.282729208247606}
{1.0211, 16.319959847726604}
{1.0212, 16.35709223881562}
