LECROYHDO6104A,50476,Waveform
Segments,1,SegmentSize,50002
Segment,TrigTime,TimeSinceSegment1
#1,23-Jun-2025 11:38:38,0                 
Time,Ampl
-1.3504139e-06,0.0004
-1.3503139e-06,0.000275
-1.3502139e-06,0.00010625
-1.3501139e-06,-6.875e-05
-1.3500139e-06,-0.0002
-1.3499139e-06,-0.00025625
-1.3498139e-06,-0.00023125
-1.3497139e-06,-0.00013125
-1.3496139e-06,0
-1.3495139e-06,0.00013125
-1.3494139e-06,0.00021875
-1.3493139e-06,0.00024375
-1.3492139e-06,0.0002
-1.3491139e-06,0.00010625
-1.3490139e-06,6.25e-06
-1.3489139e-06,-7.5e-05
-1.3488139e-06,-0.0001
-1.3487139e-06,-6.875e-05
-1.3486139e-06,-6.25e-06
-1.3485139e-06,6.25e-05
-1.3484139e-06,0.0001
-1.3483139e-06,8.75e-05
-1.3482139e-06,3.75e-05
-1.3481139e-06,-3.75e-05
-1.3480139e-06,-0.0001
-1.3479139e-06,-0.00011875
-1.3478139e-06,-8.125e-05
-1.3477139e-06,0
-1.3476139e-06,0.0001
-1.3475139e-06,0.00018125
-1.3474139e-06,0.0002125
-1.3473139e-06,0.00018125
-1.3472139e-06,0.0001
